区域,标题,总价,单价,位置,信息 
攀枝花,龙湖别苑毛坯套三价格美丽户型方正采光好, 68万,"7,028元/平", 龙湖别苑    -  米易县 ,3室2厅 | 96.76平米 | 西南 | 毛坯 | 低楼层(共26层)  | 暂无数据
攀枝花,江山里大套三出售 看房方便 户型方正, 42万,"3,926元/平", 江山里    -  东区 ,3室2厅 | 107平米 | 东南 | 简装 | 中楼层(共26层)  | 暂无数据
攀枝花,中层楼房南北通透，精装修套三诚心出售, 85万,"6,747元/平", 一小家属楼    -  米易县 ,3室2厅 | 126平米 | 南 | 精装 | 中楼层(共6层)  | 暂无数据
攀枝花,普达康和假日精装房家具家电齐全 看房方便, 103万,"9,036元/平", 普达阳光国际康养度假区    -  仁和区 ,3室2厅 | 114平米 | 东南 | 精装 | 中楼层(共32层)  | 暂无数据
攀枝花,炳三区四十二中小旁全新装修三室双卫南北通透拎包入住, 75万,"7,143元/平", 金泰天悦湾    -  东区 ,3室2厅 | 105平米 | 南 | 精装 | 高楼层(共32层)  | 暂无数据
攀枝花,仁和五十一新房已交房商圈成熟高楼层视野采光好, 57万,"4,074元/平", 锦瑞金沙洲    -  仁和区 ,4室2厅 | 139.94平米 | 南 | 毛坯 | 高楼层(共28层)  | 暂无数据
攀枝花,奥林匹克花园，清水房。带车位65万。, 65万,"6,250元/平", 奥林匹克花园    -  东区 ,3室2厅 | 104平米 | 东南 | 毛坯 | 中楼层(共29层)  | 暂无数据
攀枝花,精装电梯三居室，楼层好户型巴适河景房, 92万,"7,667元/平", 海棠花语    -  米易县 ,3室2厅 | 120平米 | 东南 | 毛坯 | 中楼层(共33层)  | 暂无数据
攀枝花,河滨路四室精装楼层好户型巴适居家好选择, 72万,"6,558元/平", 河滨路113号    -  米易县 ,4室2厅 | 109.8平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据
攀枝花,星瑞时代广场一期好房出售视野开阔采光优良随时看房, 50万,"5,495元/平", 星瑞时代广场一期    -  西区 ,3室1厅 | 91平米 | 东南 | 精装 | 高楼层(共33层)  | 暂无数据
攀枝花,满五唯一，江景房，楼层好，视野好, 58万,"5,000元/平", 江山里    -  东区 ,3室2厅 | 116平米 | 南 北 | 精装 | 高楼层(共26层)  | 暂无数据
攀枝花,西海岸望江苑三室两厅两卫精装修拎包入住, 45万,"3,229元/平", 望江苑    -  东区 ,3室2厅 | 139.37平米 | 南 | 简装 | 中楼层(共8层)  | 暂无数据
攀枝花,炳三区奥林匹克花园120平三室精装品牌家具家电采光好, 69.8万,"5,817元/平", 奥林匹克花园    -  东区 ,3室2厅 | 120平米 | 东南 | 精装 | 低楼层(共29层)  | 暂无数据
攀枝花,九附二 阳光丽景 3室2厅 精装, 70万,"4,896元/平", 阳光骊景    -  东区 ,3室2厅 | 143平米 | 南 | 精装 | 高楼层(共12层)  | 暂无数据
攀枝花,仁和好地段 好楼层 清水套三 出售, 65.6万,"5,627元/平", 银泰城泰悦居    -  仁和区 ,3室2厅 | 116.6平米 | 东南 | 毛坯 | 高楼层(共33层)  | 暂无数据
攀枝花,仁和广场湿地公园旁套四精装房出售, 92万,"5,510元/平", 宝兴北街41号    -  仁和区 ,4室2厅 | 166.97平米 | 东南 | 简装 | 高楼层(共6层)  | 暂无数据
攀枝花,半岛阳光套三双卫 电梯入户 早上晒太阳 出行方便, 48万,"4,898元/平", 半岛阳光    -  仁和区 ,3室2厅 | 98平米 | 南 | 毛坯 | 中楼层(共17层)  | 暂无数据
攀枝花,房子满五唯一双证齐全交通方便购物便捷, 79万,"5,643元/平", 峻岭天下    -  仁和区 ,4室2厅 | 140平米 | 南 | 精装 | 中楼层(共29层)  | 塔楼
攀枝花,金海学府花园大套三出售 户型方正 看房方便, 80万,"7,018元/平", 金海学府花园    -  东区 ,3室2厅 | 114平米 | 东南 | 简装 | 低楼层(共18层)  | 暂无数据
攀枝花,天星湖旁香榭丽都二期商品房出售, 59万,"4,966元/平", 香榭丽都二期    -  仁和区 ,3室2厅 | 118.82平米 | 东南 | 毛坯 | 高楼层(共25层)  | 暂无数据
攀枝花,炳三区奥林匹克精装修三室两厅双卫, 75万,"6,250元/平", 奥林匹克花园    -  东区 ,3室2厅 | 120平米 | 南 北 | 精装 | 中楼层(共29层)  | 暂无数据
攀枝花,西贵金沙    三室两厅一厨两卫, 42万,"4,209元/平", 西贵金沙    -  西区 ,3室2厅 | 99.8平米 | 西南 | 精装 | 低楼层(共18层)  | 暂无数据
攀枝花,攀枝花市西区好房出售家电家具齐全可拎包入住, 45.5万,"3,500元/平", 蓝湖国际赛纳左岸    -  西区 ,3室2厅 | 130平米 | 南 | 毛坯 | 低楼层(共6层)  | 暂无数据
攀枝花,炳草岗曼哈顿精装3室，看房有钥匙, 52万,"5,417元/平", 曼哈顿    -  东区 ,3室2厅 | 96平米 | 南 | 简装 | 高楼层(共33层)  | 暂无数据
攀枝花,东区金瓯广场  精装5室 跃层顶跃, 108万,"5,685元/平", 云锦金瓯广场    -  东区 ,5室2厅 | 190平米 | 东南 | 精装 | 高楼层(共28层)  | 暂无数据
攀枝花,出行方便，大户型房子，光线好 南北通透, 58万,"3,980元/平", 宝兴南街200号    -  仁和区 ,车位 | 145.75平米 | 东南  | 暂无数据
攀枝花,精装套三出售        看房方便, 98万,"8,306元/平", 海棠花语    -  米易县 ,3室2厅 | 118平米 | 西北 | 精装 | 高楼层(共25层)  | 暂无数据
攀枝花,仁和五十一阳光家园一期 三室  出行方便, 38万,"3,620元/平", 阳光家园    -  仁和区 ,3室2厅 | 105平米 | 东南 | 毛坯 | 中楼层(共11层)  | 暂无数据
攀枝花,毛坯房   大三室   中间楼层   出行方便, 39万,"4,063元/平", 起辰和瑞广场    -  仁和区 ,3室2厅 | 96平米 | 东南 | 毛坯 | 高楼层(共17层)  | 板塔结合
攀枝花,海棠南苑 三室两厅双卫  楼层佳 视野好, 82万,"7,265元/平", 海棠南苑    -  米易县 ,3室2厅 | 112.88平米 | 东 | 毛坯 | 高楼层(共31层)  | 暂无数据
攀枝花,城中地段高品质小区房东诚心出售, 87万,"8,430元/平", 海棠南苑    -  米易县 ,3室2厅 | 103.21平米 | 东 西 | 毛坯 | 高楼层(共28层)  | 暂无数据
攀枝花,海棠花语电梯房中层毛坯房套三可随意装修, 88.5万,"7,500元/平", 海棠花语    -  米易县 ,3室2厅 | 118平米 | 南 | 精装 | 低楼层(共32层)  | 暂无数据
攀枝花,通透性强，居住舒适。套三房东诚心出售, 95万,"7,724元/平", 龙阳丽园    -  米易县 ,3室2厅 | 123平米 | 南 | 精装 | 低楼层(共21层)  | 暂无数据
攀枝花,金域阳光可做5室4个阳台大户型南北通透大平层, 98万,"6,887元/平", 金域阳光    -  东区 ,5室2厅 | 142.31平米 | 东 | 毛坯 | 中楼层(共31层)  | 暂无数据
攀枝花,迷阳水岸顶跃带屋顶花园精装修小区位置好可读一 小, 168万,"8,156元/平", 迷阳水岸    -  米易县 ,5室2厅 | 206平米 | 南 | 精装 | 高楼层(共6层)  | 暂无数据
攀枝花,炳三区大五室户型方正，小区环境优美。, 130万,"8,497元/平", 金域阳光    -  东区 ,5室2厅 | 153平米 | 东南 | 简装 | 低楼层(共30层)  | 暂无数据
攀枝花,银泰出入方便随时鸟语花香  商城, 60万,"5,218元/平", 银泰城泰悦居    -  仁和区 ,3室2厅 | 115平米 | 南 | 毛坯 | 低楼层(共18层)  | 暂无数据
攀枝花,清水三室两厅双卫出售离广场河边近, 89万,"8,241元/平", 水岸沙湾    -  仁和区 ,3室2厅 | 108平米 | 西北 | 毛坯 | 高楼层(共24层)  | 暂无数据
攀枝花,印象巴黎清水套三双卫大户型医院旁南北通透, 56万,"4,592元/平", 凯新印象巴黎    -  东区 ,3室2厅 | 121.97平米 | 南 | 简装 | 低楼层(共30层)  | 暂无数据
攀枝花,金域阳光2室精装保持好干净有钥匙, 56万,"7,000元/平", 金域阳光    -  东区 ,2室2厅 | 80平米 | 南 | 精装 | 低楼层(共27层)  | 板楼
攀枝花,三室精装   产权车位    出行方便   可拎包入住, 68.8万,"6,932元/平", 波尔卡城邦    -  仁和区 ,3室2厅 | 99.25平米 | 东南 | 精装 | 高楼层(共16层)  | 暂无数据
攀枝花,海棠花语3室2厅1厨2卫 118平 地理位置优越, 78万,"6,611元/平", 海棠花语    -  米易县 ,3室2厅 | 118平米 | 北 | 毛坯 | 低楼层(共33层)  | 暂无数据
攀枝花,仁和区峻岭天下精装大套三 保持良好 旁边银泰城, 67.8万,"5,650元/平", 峻岭天下    -  仁和区 ,3室2厅 | 120平米 | 南 | 精装 | 中楼层(共29层)  | 塔楼
攀枝花,银泰四室双卫，视野很好，看房有钥匙, 72万,"5,670元/平", 银泰城泰悦居    -  仁和区 ,4室2厅 | 127平米 | 东南 | 毛坯 | 中楼层(共33层)  | 暂无数据
攀枝花,沃尔玛金瓯广场精装三室出售拎包入住保持好采光好, 75万,"5,515元/平", 云锦金瓯广场    -  东区 ,3室2厅 | 136平米 | 南 | 精装 | 低楼层(共22层)  | 暂无数据
攀枝花,银泰三室通透户型，朝向小区中庭。, 100万,"7,693元/平", 银泰城泰悦居    -  仁和区 ,4室2厅 | 130平米 | 东南 | 精装 | 中楼层(共18层)  | 塔楼
攀枝花,仁和河景三居清水大三居电梯小高层, 63万,"4,933元/平", 和苑小区    -  仁和区 ,3室2厅 | 127.72平米 | 西北 | 毛坯 | 高楼层(共11层)  | 暂无数据
攀枝花,房子位于清香坪家属区，采光好，视野宽阔，户型方正。, 14万,"2,334元/平", 攀钢清香坪房区    -  西区 ,2室1厅 | 60平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据
攀枝花,波尔卡城邦 4室2厅 东南, 75万,"5,640元/平", 波尔卡城邦    -  仁和区 ,4室2厅 | 133平米 | 东南 | 毛坯 | 中楼层(共5层)  | 暂无数据
攀枝花,蓝湖云岭公馆 三室两厅双卫 就读三十六中小, 68万,"5,859元/平", 蓝湖国际赛纳左岸    -  西区 ,3室2厅 | 116.08平米 | 南 | 精装 | 低楼层(共11层)  | 暂无数据
攀枝花,炳三区金域阳光 出行公交站 小区环境好 户型方正, 68万,"7,556元/平", 金域阳光    -  东区 ,3室2厅 | 90平米 | 东 | 毛坯 | 低楼层(共31层)  | 暂无数据
攀枝花,精装套三套四，配套成熟，繁华地段。, 96万,"7,008元/平", 教师园区    -  米易县 ,3室2厅 | 137平米 | 南 北 | 精装 | 高楼层(共11层)  | 暂无数据
攀枝花,西区清香坪三室低楼层出行方便环境优美, 40万,"4,302元/平", 清悦苑    -  西区 ,3室2厅 | 93平米 | 西北 | 简装 | 低楼层(共6层)  | 暂无数据
攀枝花,挨河边三室 朝小区中庭 阳台和单独平台 位置好, 70万,"6,119元/平", 水岸沙湾    -  仁和区 ,3室2厅 | 114.41平米 | 西北 东南 | 毛坯 | 低楼层(共27层)  | 暂无数据
攀枝花,海棠花语套三出售，诚心出，视野开阔, 98万,"8,167元/平", 海棠花语    -  米易县 ,3室2厅 | 120平米 | 西南 | 精装 | 高楼层(共25层)  | 暂无数据
攀枝花,精装套三套四，配套成熟，繁华地段。, 96万,"7,008元/平", 教师园区    -  米易县 ,3室2厅 | 137平米 | 南 北 | 精装 | 高楼层(共11层)  | 暂无数据
攀枝花,房子位于清香坪家属区，采光好，视野宽阔，户型方正。, 14万,"2,334元/平", 攀钢清香坪房区    -  西区 ,2室1厅 | 60平米 | 南 | 简装 | 高楼层(共7层)  | 暂无数据
攀枝花,教师园区装修很好家具家电九成新配套齐全, 105万,"8,635元/平", 教师园区    -  米易县 ,3室2厅 | 121.6平米 | 南 | 精装 | 低楼层(共6层)  | 暂无数据
攀枝花,波尔卡城邦 4室2厅 东南, 75万,"5,640元/平", 波尔卡城邦    -  仁和区 ,4室2厅 | 133平米 | 东南 | 毛坯 | 中楼层(共5层)  | 暂无数据
攀枝花,银泰三室通透户型，朝向小区中庭。, 100万,"7,693元/平", 银泰城泰悦居    -  仁和区 ,4室2厅 | 130平米 | 东南 | 精装 | 中楼层(共18层)  | 塔楼
攀枝花,阳光骊景正读龙珠二 小就在学 校门口上学方便大三室, 53万,"4,609元/平", 阳光骊景    -  东区 ,3室2厅 | 115平米 | 东南 | 精装 | 高楼层(共6层)  | 暂无数据
攀枝花,岐黄养生大院清水套二户型方正小区环境好, 85.38万,"8,682元/平", 岐黄养生大院    -  米易县 ,2室2厅 | 98.35平米 | 南 北 | 毛坯 | 中楼层(共6层)  | 暂无数据
攀枝花,炳三区 帝景华庭 42中小旁 精装套三 带车位 拎包入住, 95万,"9,060元/平", 远达帝景华廷    -  东区 ,3室2厅 | 104.86平米 | 南 北 | 精装 | 低楼层(共22层)  | 暂无数据
攀枝花,炳三区上42中小看房方便，业主诚心出售, 71.5万,"6,942元/平", 海德堡    -  东区 ,3室2厅 | 103平米 | 南 | 精装 | 中楼层(共32层)  | 塔楼
攀枝花,炳三区金域阳光 出行公交站 小区环境好 户型方正, 68万,"7,556元/平", 金域阳光    -  东区 ,3室2厅 | 90平米 | 东 | 毛坯 | 低楼层(共31层)  | 暂无数据
攀枝花,蓝湖云岭公馆 三室两厅双卫 就读三十六中小, 68万,"5,859元/平", 蓝湖国际赛纳左岸    -  西区 ,3室2厅 | 116.08平米 | 南 | 精装 | 低楼层(共11层)  | 暂无数据
攀枝花,仁和河景三居清水大三居电梯小高层, 63万,"4,933元/平", 和苑小区    -  仁和区 ,3室2厅 | 127.72平米 | 西北 | 毛坯 | 高楼层(共11层)  | 暂无数据
攀枝花,竹湖园 湖光小区 老市委建行家属楼, 43万,"3,584元/平", 老市委建行家属楼    -  东区 ,3室2厅 | 120平米 | 东南 | 简装 | 高楼层(共9层)  | 暂无数据
攀枝花,西区清香坪三室低楼层出行方便环境优美, 40万,"4,302元/平", 清悦苑    -  西区 ,3室2厅 | 93平米 | 西北 | 简装 | 低楼层(共6层)  | 暂无数据
攀枝花,装修干净整洁，小区环境优美，业主房子空闲, 72万,"6,000元/平", 奥林匹克花园    -  东区 ,3室2厅 | 120平米 | 南 | 精装 | 高楼层(共29层)  | 塔楼
攀枝花,龙阳丽园毛坯套三出售  河景房  采光好, 100万,"8,696元/平", 龙阳丽园    -  米易县 ,3室2厅 | 115平米 | 西北 | 毛坯 | 高楼层(共22层)  | 塔楼
攀枝花,金海世纪城精装大三室带家具出售, 82万,"7,885元/平", 金海世纪城    -  东区 ,3室2厅 | 104平米 | 东南 | 精装 | 中楼层(共11层)  | 暂无数据
攀枝花,攀枝花西区河石埧西贵金沙跃层毛坯房出售, 45万,"3,750元/平", 西贵金沙    -  西区 ,4室2厅 | 120平米 | 南 | 毛坯 | 低楼层(共18层)  | 暂无数据
攀枝花,攀枝花西区好房出售家电家具齐全可拎包入住, 44万,"3,385元/平", 蓝湖国际赛纳左岸    -  西区 ,3室2厅 | 130平米 | 南 | 毛坯 | 中楼层(共6层)  | 暂无数据
攀枝花,攀枝花西区好房出售可拎包入住环境优美, 29万,"3,187元/平", 清悦苑    -  西区 ,3室2厅 | 91平米 | 南 | 简装 | 高楼层(共6层)  | 暂无数据
攀枝花,攀枝花西区星瑞二期跃层交通购物方便, 58万,"5,273元/平", 星瑞时代广场二期    -  西区 ,4室2厅 | 110平米 | 南 北 | 毛坯 | 高楼层(共33层)  | 塔楼
攀枝花,攀枝花市西区清香坪蓝湖好房出售, 48万,"3,693元/平", 蓝湖国际赛纳左岸    -  西区 ,3室2厅 | 130平米 | 南 北 | 毛坯 | 高楼层(共6层)  | 暂无数据
攀枝花,攀枝花西区好房出售毛坯双阳台电梯房, 48万,"3,830元/平", 蓝湖国际赛纳左岸    -  西区 ,3室2厅 | 125.35平米 | 南 | 毛坯 | 高楼层(共6层)  | 暂无数据
攀枝花,攀枝花西区好房出售毛坯电梯房视野好, 43万,"3,308元/平", 蓝湖国际赛纳左岸    -  西区 ,3室2厅 | 130平米 | 南 | 毛坯 | 中楼层(共6层)  | 暂无数据
攀枝花,攀枝花西区好房出售毛坯电梯双阳台, 43万,"3,707元/平", 蓝湖国际赛纳左岸    -  西区 ,3室2厅 | 116平米 | 南 | 毛坯 | 低楼层(共6层)  | 暂无数据
攀枝花,攀枝花西区好房出售楼层可选电梯房, 44万,"3,459元/平", 蓝湖国际赛纳左岸    -  西区 ,3室2厅 | 127.24平米 | 南 | 毛坯 | 高楼层(共6层)  | 暂无数据
攀枝花,攀枝花西区好房出售楼层好电梯双阳台, 44万,"3,361元/平", 蓝湖国际赛纳左岸    -  西区 ,3室2厅 | 130.95平米 | 南 | 毛坯 | 中楼层(共6层)  | 暂无数据
攀枝花,攀枝花好房出售采光好双阳台电梯房, 45万,"3,437元/平", 蓝湖国际赛纳左岸    -  西区 ,3室2厅 | 130.95平米 | 南 | 毛坯 | 高楼层(共6层)  | 暂无数据
攀枝花,仁和区精装两室，大阳台大厨房，有证随时过户, 35万,"3,889元/平", 华兴巷    -  仁和区 ,3室2厅 | 90平米 | 东南 | 精装 | 低楼层(共8层)  | 暂无数据
攀枝花,炳三区金域阳光3室清水出售   可读42中小, 76万,"6,292元/平", 金域阳光    -  东区 ,3室2厅 | 120.8平米 | 东北 | 毛坯 | 高楼层(共32层)  | 暂无数据
攀枝花,仁和区精装两室，大阳台大厨房，有证随时过户, 35万,"3,889元/平", 华兴巷    -  仁和区 ,3室2厅 | 90平米 | 东南 | 精装 | 低楼层(共8层)  | 暂无数据
攀枝花,五十一三室单卫价格便宜看房方便电梯房, 32万,"3,369元/平", 攀枝花市公路养护管理总段二期经济适用房    -  仁和区 ,3室2厅 | 95平米 | 东南 | 毛坯 | 中楼层(共11层)  | 暂无数据
攀枝花,海棠蓝苑  环境好  交通便利  居住舒适, 83万,"7,356元/平", 海棠南苑    -  米易县 ,3室2厅 | 112.84平米 | 东南 | 毛坯 | 高楼层(共31层)  | 暂无数据
攀枝花,电影院88号公馆精装大一室30万 房东离攀贱卖, 31万,"5,167元/平", 芯港(晨雨苑)    -  东区 ,1室2厅 | 60平米 | 东 东南 | 精装 | 高楼层(共27层)  | 板塔结合
攀枝花,机场路加州国际房屋出租，交通方便, 45万,"5,358元/平", 加州国际    -  东区 ,2室1厅 | 84平米 | 南 北 | 简装 | 中楼层(共19层)  | 暂无数据
